=== DQN_NO_AOI Simulation Log ===
Timestamp : 2026-05-29 16:26:15.217213
Base Seed : 98772
======================================================================

Step    CWND    Throughput    AoI     Loss Rate    Queue
----------------------------------------------------------------------
   1      7.00        6.00       0.00       0.143        0
   2      8.40        7.00       0.00       0.125        0
   3     10.08       10.00       0.00       0.000        0
   4      7.06        7.00       0.00       0.000        0
   5      8.47        7.00       0.00       0.125        0
   6     10.16       10.00       0.00       0.000        0
   7     12.19       12.00       0.00       0.000        0
   8     12.19       11.00       0.00       0.083        0
   9     14.63       14.00       0.00       0.000        0
  10     17.56       16.00       0.00       0.059        0
  11     12.29       12.00       0.00       0.000        0
  12      8.60        8.00       0.00       0.000        0
  13      6.02        6.00       0.00       0.000        0
  14      4.22        4.00       0.00       0.000        0
  15      4.22        4.00       0.00       0.000        0
  16      2.95        2.00       0.00       0.000        0
  17      2.07        2.00       0.00       0.000        0
  18      1.45        1.00       0.00       0.000        0
  19      1.45        1.00       0.00       0.000        0
  20      1.74        1.00       0.00       0.000        0
  21      1.74        1.00       0.00       0.000        0
  22      2.08        2.00       0.00       0.000        0
  23      2.08        2.00       0.00       0.000        0
  24      1.46        1.00       0.00       0.000        0
  25      1.02        1.00       0.00       0.000        0
  26      1.02        1.00       0.00       0.000        0
  27      1.00        1.00       0.00       0.000        0
  28      1.00        1.00       0.00       0.000        0
  29      1.20        1.00       0.00       0.000        0
  30      1.44        1.00       0.00       0.000        0
  31      1.01        1.00       0.00       0.000        0
  32      1.00        1.00       0.00       0.000        0
  33      1.00        1.00       0.00       0.000        0
  34      1.00        1.00       0.00       0.000        0
  35      1.00        1.00       0.00       0.000        0
  36      1.00        1.00       0.00       0.000        0
  37      1.00        1.00       0.00       0.000        0
  38      1.00        1.00       0.00       0.000        0
  39      1.20        1.00       0.00       0.000        0
  40      1.00        1.00       0.00       0.000        0
  41      1.00        1.00       0.00       0.000        0
  42      1.00        1.00       0.00       0.000        0
  43      1.00        1.00       0.00       0.000        0
  44      1.20        1.00       0.00       0.000        0
  45      1.00        1.00       0.00       0.000        0
  46      1.00        1.00       0.00       0.000        0
  47      1.00        1.00       0.00       0.000        0
  48      1.20        1.00       0.00       0.000        0
  49      1.44        1.00       0.00       0.000        0
  50      1.44        1.00       0.00       0.000        0
  51      1.44        1.00       0.00       0.000        0
  52      1.73        1.00       0.00       0.000        0
  53      1.21        1.00       0.00       0.000        0
  54      1.00        1.00       0.00       0.000        0
  55      1.20        1.00       0.00       0.000        0
  56      1.44        1.00       0.00       0.000        0
  57      1.01        1.00       0.00       0.000        0
  58      1.00        1.00       0.00       0.000        0
  59      1.20        1.00       0.00       0.000        0
  60      1.20        1.00       0.00       0.000        0
  61      1.00        1.00       0.00       0.000        0
  62      1.20        1.00       0.00       0.000        0
  63      1.20        1.00       0.00       0.000        0
  64      1.44        0.00       1.00       1.000        0
  65      1.73        1.00       0.00       0.000        0
  66      1.73        1.00       0.00       0.000        0
  67      1.21        1.00       0.00       0.000        0
  68      1.45        1.00       0.00       0.000        0
  69      1.45        1.00       0.00       0.000        0
  70      1.74        1.00       0.00       0.000        0
  71      1.22        1.00       0.00       0.000        0
  72      1.22        1.00       0.00       0.000        0
  73      1.22        1.00       0.00       0.000        0
  74      1.22        1.00       0.00       0.000        0
  75      1.22        0.00       1.00       1.000        0
  76      1.22        1.00       0.00       0.000        0
  77      1.00        1.00       0.00       0.000        0
  78      1.00        1.00       0.00       0.000        0
  79      1.00        1.00       0.00       0.000        0
  80      1.20        1.00       0.00       0.000        0
  81      1.20        1.00       0.00       0.000        0
  82      1.20        1.00       0.00       0.000        0
  83      1.00        1.00       0.00       0.000        0
  84      1.20        1.00       0.00       0.000        0
  85      1.44        1.00       0.00       0.000        0
  86      1.73        1.00       0.00       0.000        0
  87      1.21        1.00       0.00       0.000        0
  88      1.21        1.00       0.00       0.000        0
  89      1.00        1.00       0.00       0.000        0
  90      1.00        1.00       0.00       0.000        0
  91      1.20        1.00       0.00       0.000        0
  92      1.00        1.00       0.00       0.000        0
  93      1.00        1.00       0.00       0.000        0
  94      1.00        1.00       0.00       0.000        0
  95      1.00        1.00       0.00       0.000        0
  96      1.20        1.00       0.00       0.000        0
  97      1.20        1.00       0.00       0.000        0
  98      1.44        1.00       0.00       0.000        0
  99      1.73        1.00       0.00       0.000        0
 100      1.21        1.00       0.00       0.000        0
 101      1.45        1.00       0.00       0.000        0
 102      1.02        1.00       0.00       0.000        0
 103      1.02        1.00       0.00       0.000        0
 104      1.02        1.00       0.00       0.000        0
 105      1.00        1.00       0.00       0.000        0
 106      1.00        1.00       0.00       0.000        0
 107      1.00        1.00       0.00       0.000        0
 108      1.00        1.00       0.00       0.000        0
 109      1.00        1.00       0.00       0.000        0
 110      1.00        1.00       0.00       0.000        0
 111      1.20        1.00       0.00       0.000        0
 112      1.44        1.00       0.00       0.000        0
 113      1.44        1.00       0.00       0.000        0
 114      1.73        1.00       0.00       0.000        0
 115      1.21        1.00       0.00       0.000        0
 116      1.45        1.00       0.00       0.000        0
 117      1.45        1.00       0.00       0.000        0
 118      1.45        1.00       0.00       0.000        0
 119      1.74        1.00       0.00       0.000        0
 120      1.22        1.00       0.00       0.000        0
 121      1.46        1.00       0.00       0.000        0
 122      1.02        1.00       0.00       0.000        0
 123      1.02        1.00       0.00       0.000        0
 124      1.00        1.00       0.00       0.000        0
 125      1.20        0.00       1.00       1.000        0
 126      1.00        1.00       0.00       0.000        0
 127      1.00        1.00       0.00       0.000        0
 128      1.20        1.00       0.00       0.000        0
 129      1.00        1.00       0.00       0.000        0
 130      1.00        1.00       0.00       0.000        0
 131      1.00        1.00       0.00       0.000        0
 132      1.20        1.00       0.00       0.000        0
 133      1.44        1.00       0.00       0.000        0
 134      1.44        1.00       0.00       0.000        0
 135      1.01        1.00       0.00       0.000        0
 136      1.00        1.00       0.00       0.000        0
 137      1.00        1.00       0.00       0.000        0
 138      1.00        1.00       0.00       0.000        0
 139      1.00        1.00       0.00       0.000        0
 140      1.20        1.00       0.00       0.000        0
 141      1.00        1.00       0.00       0.000        0
 142      1.00        1.00       0.00       0.000        0
 143      1.00        1.00       0.00       0.000        0
 144      1.00        1.00       0.00       0.000        0
 145      1.20        1.00       0.00       0.000        0
 146      1.44        1.00       0.00       0.000        0
 147      1.01        1.00       0.00       0.000        0
 148      1.01        1.00       0.00       0.000        0
 149      1.00        1.00       0.00       0.000        0
 150      1.20        1.00       0.00       0.000        0
