=== CUBIC Simulation Log ===
Timestamp : 2026-05-29 16:23:52.285542
Base Seed : 61182
======================================================================

Step    CWND    Throughput    AoI     Loss Rate    Queue
----------------------------------------------------------------------
   1     10.40       10.00       0.00       0.000        0
   2     13.20       10.00       0.00       0.000        0
   3     20.80       13.00       0.00       0.000        0
   4     35.60       20.00       0.00       0.000        0
   5     60.00       19.00       0.00       0.000       16
   6     96.40       19.00       0.00       0.000       57
   7     67.48       11.00       1.00       0.010      141
   8     47.24       13.00       2.00       0.030      193
   9     67.88       13.00       3.00       0.000      227
  10     70.68       13.00       4.00       0.000      281
  11     49.48       13.00       4.00       0.729      287
  12     34.63       13.00       5.00       0.735      287
  13     24.24       14.00       6.00       0.618      286
  14     16.97       13.00       7.00       0.458      286
  15     11.88       14.00       8.00       0.125      286
  16     17.37       14.00       9.00       0.000      283
  17     12.16       15.00      10.00       0.118      283
  18     17.77       16.00      10.00       0.000      279
  19     20.57       20.00      11.00       0.000      276
  20     28.17       20.00      12.00       0.000      276
  21     19.72       24.00      12.00       0.179      275
  22     13.80       23.00      13.00       0.105      269
  23     20.12       22.00      13.00       0.000      260
  24     14.08       16.00      14.00       0.100      262
  25     20.52       18.00      15.00       0.000      258
  26     23.32       15.00      16.00       0.000      263
  27     30.92       12.00      16.00       0.000      274
  28     21.64       12.00      16.00       0.133      288
  29     15.15       16.00      16.00       0.429      284
  30     22.04       16.00      16.00       0.000      283
  31     15.43       22.00      15.00       0.227      278
  32     10.80       24.00      15.00       0.067      268
  33      7.56       24.00      14.00       0.100      253
  34      5.29       19.00      14.00       0.143      240
  35      7.96       21.00      14.00       0.000      224
  36      5.57       13.00      14.00       0.143      217
  37      8.36       13.00      15.00       0.000      209
  38      5.85       12.00      15.00       0.125      204
  39      4.10       12.00      15.00       0.200      196
  40      2.87       11.00      15.00       0.250      188
  41      2.01       11.00      15.00       0.500      178
  42      3.27       10.00      16.00       0.000      170
  43      6.07       11.00      16.00       0.000      162
  44     13.67       11.00      17.00       0.000      157
  45     28.47       11.00      17.00       0.000      159
  46     19.93       10.00      18.00       0.036      176
  47     28.87       11.00      19.00       0.000      184
  48     31.67       10.00      19.00       0.000      202
  49     39.27       10.00      19.00       0.000      223
  50     54.07       15.00      19.00       0.000      247
  51     37.85       15.00      19.00       0.019      285
  52     26.49       15.00      19.00       0.595      285
  53     18.55       15.00      18.00       0.423      285
  54     12.98       15.00      16.00       0.167      285
  55     18.95       12.00      16.00       0.000      285
  56     13.26       12.00      12.00       0.167      288
  57      9.28       11.00      12.00       0.154      288
  58     13.66       12.00      12.00       0.000      285
  59     16.46       17.00      13.00       0.000      281
  60     24.06       15.00      13.00       0.000      282
  61     16.84       15.00      13.00       0.250      285
  62     11.79       14.00      14.00       0.125      285
  63     17.24       16.00      14.00       0.000      280
  64     20.04       17.00      15.00       0.000      280
  65     14.03       22.00      15.00       0.050      277
  66     20.44       23.00      15.00       0.000      268
  67     23.24       23.00      16.00       0.000      265
  68     30.84       22.00      17.00       0.000      266
  69     45.64       16.00      17.00       0.000      280
  70     31.95       10.00      17.00       0.556      290
  71     22.37       10.00      18.00       0.677      290
  72     15.66        9.00      18.00       0.591      290
  73     10.96       10.00      18.00       0.333      290
  74     16.06       10.00      18.00       0.000      290
  75     11.24       10.00      19.00       0.375      290
  76      7.87       10.00      19.00       0.091      290
  77     11.64       14.00      18.00       0.000      283
  78      8.15       13.00      18.00       0.091      280
  79     12.04       18.00      18.00       0.000      270
  80     14.84       18.00      18.00       0.000      264
  81     22.44       23.00      17.00       0.000      255
  82     15.71       25.00      17.00       0.045      251
  83     11.00       31.00      16.00       0.067      234
  84     16.11       27.00      16.00       0.000      217
  85     11.28       32.00      16.00       0.188      198
  86      7.89       30.00      15.00       0.091      178
  87     11.68       26.00      13.00       0.000      159
  88     14.48       20.00      12.00       0.000      150
  89     22.08       20.00      11.00       0.000      144
  90     36.88       12.00      11.00       0.000      154
  91     25.81       11.00      11.00       0.028      178
  92     37.28       11.00      11.00       0.000      192
  93     40.08       11.00      11.00       0.000      218
  94     47.68       11.00      12.00       0.000      247
  95     62.48       11.00      12.00       0.000      283
  96     43.73       11.00      12.00       0.726      289
  97     30.61        9.00      12.00       0.767      290
  98     21.43       10.00      13.00       0.667      290
  99     15.00       10.00      13.00       0.524      290
 100     10.50       10.00      13.00       0.333      290
 101     15.40       13.00      12.00       0.000      287
 102     10.78       11.00      13.00       0.200      288
 103     15.80       12.00      13.00       0.000      286
 104     11.06       20.00      13.00       0.067      280
 105      7.74       19.00      14.00       0.091      271
 106      5.42       17.00      14.00       0.143      260
 107      8.14       19.00      14.00       0.000      246
 108     10.94       19.00      15.00       0.000      235
 109     18.54       13.00      15.00       0.000      232
 110     33.34       13.00      16.00       0.000      237
 111     57.74       13.00      17.00       0.000      257
 112     40.42       12.00      18.00       0.246      288
 113     28.29       12.00      18.00       0.700      288
 114     19.81       10.00      19.00       0.571      290
 115     13.86       10.00      20.00       0.474      290
 116      9.70        9.00      21.00       0.308      290
 117     14.26       10.00      21.00       0.000      289
 118      9.98       10.00      22.00       0.214      290
 119     14.66       10.00      22.00       0.000      289
 120     10.26       10.00      22.00       0.286      289
 121     15.06       18.00      21.00       0.000      281
 122     17.86       26.00      20.00       0.000      270
 123     25.46       34.00      18.00       0.000      253
 124     17.82       36.00      14.00       0.080      240
 125     25.86       39.00      14.00       0.000      218
 126     28.66       37.00      14.00       0.000      206
 127     20.06       30.00      13.00       0.036      203
 128     29.06       23.00      12.00       0.000      200
 129     20.34       18.00      11.00       0.034      210
 130     14.24       15.00      10.00       0.050      214
 131     20.74       12.00      10.00       0.000      216
 132     23.54       10.00      10.00       0.000      226
 133     31.14       10.00      11.00       0.000      239
 134     21.80        9.00      11.00       0.032      260
 135     31.54       10.00      11.00       0.000      271
 136     22.08       11.00      12.00       0.065      289
 137     15.46       17.00      12.00       0.500      283
 138     10.82       16.00      12.00       0.067      281
 139     15.86       17.00      13.00       0.000      274
 140     11.10       19.00      13.00       0.067      269
 141      7.77       20.00      13.00       0.091      259
 142      5.44       14.00      13.00       0.143      251
 143      8.17       15.00      14.00       0.000      241
 144     10.97       15.00      14.00       0.000      234
 145     18.57       12.00      15.00       0.000      232
 146     33.37       10.00      15.00       0.000      240
 147     57.77       14.00      15.00       0.000      259
 148     40.44       13.00      15.00       0.298      286
 149     28.31       14.00      16.00       0.650      286
 150     19.82       14.00      16.00       0.500      286
