=== CUBIC Simulation Log ===
Timestamp : 2026-05-26 20:31:23.909278
Base Seed : 85492
======================================================================

Step    CWND    Throughput    AoI     Loss Rate    Queue
----------------------------------------------------------------------
   1     10.40       10.00       0.00       0.000        0
   2     13.20       10.00       0.00       0.000        0
   3     20.80       13.00       0.00       0.000        0
   4     35.60       20.00       0.00       0.000        0
   5     24.92       23.00       0.00       0.057       10
   6     36.00       16.00       0.00       0.000       18
   7     38.80       16.00       1.00       0.000       38
   8     46.40       11.00       1.00       0.000       65
   9     61.20       13.00       2.00       0.000       98
  10     85.60       17.00       2.00       0.000      142
  11    122.00       17.00       3.00       0.000      210
  12     85.40       17.00       4.00       0.262      283
  13     59.78       17.00       4.00       0.800      283
  14     41.85       14.00       5.00       0.712      286
  15     29.29        9.00       6.00       0.683      290
  16     20.50       12.00       6.00       0.655      288
  17     14.35       12.00       7.00       0.400      288
  18     10.05       12.00       8.00       0.143      288
  19     14.75       12.00       9.00       0.000      286
  20     17.55       13.00      10.00       0.000      287
  21     12.29       17.00      10.00       0.235      283
  22      8.60       16.00      11.00       0.083      278
  23     12.69       17.00      12.00       0.000      269
  24      8.88       16.00      13.00       0.083      264
  25     13.09       16.00      14.00       0.000      256
  26     15.89       18.00      14.00       0.000      251
  27     11.12       17.00      15.00       0.067      248
  28     16.29       22.00      16.00       0.000      237
  29     19.09       29.00      17.00       0.000      224
  30     13.36       31.00      16.00       0.053      211
  31      9.35       30.00      15.00       0.077      193
  32     13.76       31.00      13.00       0.000      171
  33     16.56       26.00      12.00       0.000      158
  34     24.16       19.00      12.00       0.000      155
  35     38.96       16.00      11.00       0.000      163
  36     63.36       10.00      11.00       0.000      191
  37     99.76       10.00      11.00       0.000      244
  38     69.83       10.00      11.00       0.434      290
  39     48.88        9.00      12.00       0.870      290
  40     34.22       10.00      12.00       0.792      290
  41     23.95        9.00      12.00       0.735      290
  42     16.77       10.00      12.00       0.565      290
  43     11.74       10.00      13.00       0.375      290
  44      8.22       10.00      13.00       0.091      290
  45     12.14       10.00      14.00       0.000      288
  46      8.50        8.00      14.00       0.167      290
  47     12.54       11.00      14.00       0.000      287
  48     15.34       12.00      14.00       0.000      287
  49     10.74       15.00      14.00       0.133      285
  50      7.52       13.00      15.00       0.200      280
  51     11.14       15.00      15.00       0.000      272
  52     13.94       14.00      16.00       0.000      269
  53     21.54       13.00      16.00       0.000      269
  54     36.34       13.00      17.00       0.000      277
  55     25.44       17.00      18.00       0.361      283
  56     17.80       19.00      19.00       0.320      281
  57     25.84       19.00      19.00       0.000      279
  58     18.08       18.00      20.00       0.200      281
  59     26.24       15.00      21.00       0.000      284
  60     18.36       11.00      22.00       0.385      289
  61     12.86       10.00      22.00       0.389      290
  62      9.00       16.00      21.00       0.167      284
  63     13.26       22.00      20.00       0.000      270
  64     16.06       24.00      18.00       0.000      259
  65     23.66       25.00      17.00       0.000      250
  66     16.56       24.00      16.00       0.043      248
  67     24.06       18.00      15.00       0.000      246
  68     16.84       12.00      15.00       0.083      256
  69     24.46       12.00      15.00       0.000      260
  70     27.26       11.00      16.00       0.000      273
  71     34.86       12.00      16.00       0.000      288
  72     24.40       12.00      16.00       0.647      288
  73     17.08       10.00      17.00       0.500      290
  74     11.96        9.00      17.00       0.471      290
  75      8.37       10.00      18.00       0.091      290
  76     12.36       10.00      18.00       0.000      288
  77     15.16       15.00      18.00       0.000      285
  78     22.76       18.00      18.00       0.000      282
  79     15.93       18.00      18.00       0.227      281
  80     23.16       21.00      17.00       0.000      275
  81     25.96       25.00      16.00       0.000      273
  82     33.56       20.00      16.00       0.000      278
  83     23.49       17.00      16.00       0.333      283
  84     16.44       16.00      16.00       0.261      284
  85     23.89       14.00      17.00       0.000      286
  86     16.72       11.00      17.00       0.435      288
  87     11.71       12.00      17.00       0.250      288
  88      8.19       12.00      18.00       0.182      285
  89     12.11       14.00      18.00       0.000      279
  90     14.91       20.00      18.00       0.000      271
  91     22.51       17.00      18.00       0.000      268
  92     37.31       17.00      17.00       0.000      273
  93     26.11       14.00      17.00       0.297      285
  94     18.28       20.00      16.00       0.423      280
  95     26.51       22.00      16.00       0.000      276
  96     18.56       22.00      15.00       0.077      278
  97     26.91       22.00      15.00       0.000      274
  98     29.71       22.00      16.00       0.000      278
  99     20.80       20.00      16.00       0.241      280
 100     30.11       12.00      16.00       0.000      288
 101     21.08       19.00      16.00       0.600      281
 102     14.76       18.00      16.00       0.143      281
 103     21.48       19.00      15.00       0.000      276
 104     24.28       16.00      14.00       0.000      281
 105     17.00       16.00      14.00       0.208      284
 106     24.68       10.00      14.00       0.000      290
 107     17.28       13.00      15.00       0.625      286
 108     12.09       16.00      15.00       0.176      284
 109      8.47       17.00      15.00       0.083      278
 110     12.49       18.00      15.00       0.000      268
 111     15.29       18.00      15.00       0.000      262
 112     22.89       14.00      16.00       0.000      263
 113     37.69       12.00      16.00       0.000      273
 114     26.39        8.00      17.00       0.324      290
 115     18.47       10.00      17.00       0.615      290
 116     12.93       10.00      18.00       0.444      290
 117      9.05       10.00      18.00       0.167      290
 118      6.34       13.00      19.00       0.111      285
 119      9.45       21.00      19.00       0.000      270
 120     12.25       21.00      18.00       0.000      258
 121      8.58       20.00      18.00       0.083      249
 122     12.65       21.00      18.00       0.000      236
 123      8.86       22.00      18.00       0.083      225
 124      6.20       15.00      18.00       0.125      217
 125      9.26       17.00      17.00       0.000      206
 126     12.06       17.00      17.00       0.000      198
 127      8.44       21.00      16.00       0.083      188
 128     12.46       22.00      15.00       0.000      174
 129     15.26       22.00      15.00       0.000      164
 130     22.86       21.00      16.00       0.000      158
 131     16.00       20.00      15.00       0.045      159
 132     23.26       16.00      14.00       0.000      158
 133     26.06       10.00      14.00       0.000      171
 134     33.66       10.00      13.00       0.000      187
 135     48.46       10.00      14.00       0.000      210
 136     72.86       10.00      13.00       0.000      248
 137     51.00       15.00      13.00       0.278      285
 138     35.70       15.00      12.00       0.700      285
 139     24.99       17.00      11.00       0.600      282
 140     17.49       22.00      10.00       0.250      278
 141     12.24       24.00      10.00       0.059      270
 142      8.57       20.00      10.00       0.083      261
 143     12.64       23.00      10.00       0.000      246
 144     15.44       21.00      10.00       0.000      237
 145     23.04       20.00      10.00       0.000      232
 146     37.84       16.00      11.00       0.000      239
 147     26.49       17.00      11.00       0.027      258
 148     38.24       19.00      12.00       0.000      265
 149     26.77       19.00      12.00       0.105      280
 150     18.74       15.00      13.00       0.269      284
