=== DQN_NO_AOI Simulation Log ===
Timestamp : 2026-05-29 16:29:27.005196
Base Seed : 70551
======================================================================

Step    CWND    Throughput    AoI     Loss Rate    Queue
----------------------------------------------------------------------
   1     12.00       12.00       0.00       0.000        0
   2      8.40        8.00       0.00       0.000        0
   3      5.88        4.00       0.00       0.200        0
   4      7.06        6.00       0.00       0.143        0
   5      4.94        4.00       0.00       0.000        0
   6      5.93        5.00       0.00       0.000        0
   7      5.93        5.00       0.00       0.000        0
   8      7.11        7.00       0.00       0.000        0
   9      8.53        8.00       0.00       0.000        0
  10      5.97        5.00       0.00       0.000        0
  11      5.97        5.00       0.00       0.000        0
  12      7.17        7.00       0.00       0.000        0
  13      7.17        6.00       0.00       0.143        0
  14      7.17        7.00       0.00       0.000        0
  15      8.60        8.00       0.00       0.000        0
  16      8.60        8.00       0.00       0.000        0
  17     10.32       10.00       0.00       0.000        0
  18     10.32       10.00       0.00       0.000        0
  19      7.23        6.00       0.00       0.143        0
  20      5.06        5.00       0.00       0.000        0
  21      5.06        5.00       0.00       0.000        0
  22      3.54        3.00       0.00       0.000        0
  23      4.25        4.00       0.00       0.000        0
  24      2.97        2.00       0.00       0.000        0
  25      3.57        3.00       0.00       0.000        0
  26      2.50        2.00       0.00       0.000        0
  27      2.50        2.00       0.00       0.000        0
  28      1.75        1.00       0.00       0.000        0
  29      2.10        2.00       0.00       0.000        0
  30      2.10        2.00       0.00       0.000        0
  31      2.52        2.00       0.00       0.000        0
  32      1.76        1.00       0.00       0.000        0
  33      1.23        1.00       0.00       0.000        0
  34      1.23        1.00       0.00       0.000        0
  35      1.23        1.00       0.00       0.000        0
  36      1.48        1.00       0.00       0.000        0
  37      1.04        1.00       0.00       0.000        0
  38      1.24        1.00       0.00       0.000        0
  39      1.24        1.00       0.00       0.000        0
  40      1.49        1.00       0.00       0.000        0
  41      1.04        1.00       0.00       0.000        0
  42      1.25        1.00       0.00       0.000        0
  43      1.50        1.00       0.00       0.000        0
  44      1.05        1.00       0.00       0.000        0
  45      1.05        1.00       0.00       0.000        0
  46      1.26        1.00       0.00       0.000        0
  47      1.26        1.00       0.00       0.000        0
  48      1.26        1.00       0.00       0.000        0
  49      1.52        1.00       0.00       0.000        0
  50      1.06        1.00       0.00       0.000        0
  51      1.00        1.00       0.00       0.000        0
  52      1.00        1.00       0.00       0.000        0
  53      1.00        1.00       0.00       0.000        0
  54      1.20        1.00       0.00       0.000        0
  55      1.44        0.00       1.00       1.000        0
  56      1.44        1.00       0.00       0.000        0
  57      1.44        1.00       0.00       0.000        0
  58      1.44        1.00       0.00       0.000        0
  59      1.73        1.00       0.00       0.000        0
  60      1.73        1.00       0.00       0.000        0
  61      2.07        2.00       0.00       0.000        0
  62      1.45        1.00       0.00       0.000        0
  63      1.45        1.00       0.00       0.000        0
  64      1.74        1.00       0.00       0.000        0
  65      1.22        1.00       0.00       0.000        0
  66      1.00        1.00       0.00       0.000        0
  67      1.00        1.00       0.00       0.000        0
  68      1.00        1.00       0.00       0.000        0
  69      1.20        1.00       0.00       0.000        0
  70      1.44        1.00       0.00       0.000        0
  71      1.01        1.00       0.00       0.000        0
  72      1.01        1.00       0.00       0.000        0
  73      1.01        1.00       0.00       0.000        0
  74      1.21        1.00       0.00       0.000        0
  75      1.45        1.00       0.00       0.000        0
  76      1.74        1.00       0.00       0.000        0
  77      1.22        1.00       0.00       0.000        0
  78      1.22        1.00       0.00       0.000        0
  79      1.46        0.00       1.00       1.000        0
  80      1.02        1.00       0.00       0.000        0
  81      1.02        1.00       0.00       0.000        0
  82      1.23        1.00       0.00       0.000        0
  83      1.47        1.00       0.00       0.000        0
  84      1.03        1.00       0.00       0.000        0
  85      1.03        1.00       0.00       0.000        0
  86      1.24        1.00       0.00       0.000        0
  87      1.00        1.00       0.00       0.000        0
  88      1.00        1.00       0.00       0.000        0
  89      1.00        1.00       0.00       0.000        0
  90      1.20        1.00       0.00       0.000        0
  91      1.44        1.00       0.00       0.000        0
  92      1.01        1.00       0.00       0.000        0
  93      1.01        1.00       0.00       0.000        0
  94      1.21        1.00       0.00       0.000        0
  95      1.21        1.00       0.00       0.000        0
  96      1.00        1.00       0.00       0.000        0
  97      1.20        1.00       0.00       0.000        0
  98      1.00        1.00       0.00       0.000        0
  99      1.00        1.00       0.00       0.000        0
 100      1.00        1.00       0.00       0.000        0
 101      1.20        1.00       0.00       0.000        0
 102      1.44        1.00       0.00       0.000        0
 103      1.73        1.00       0.00       0.000        0
 104      2.07        2.00       0.00       0.000        0
 105      2.49        2.00       0.00       0.000        0
 106      1.74        1.00       0.00       0.000        0
 107      1.22        1.00       0.00       0.000        0
 108      1.00        1.00       0.00       0.000        0
 109      1.00        1.00       0.00       0.000        0
 110      1.00        1.00       0.00       0.000        0
 111      1.20        1.00       0.00       0.000        0
 112      1.20        1.00       0.00       0.000        0
 113      1.00        1.00       0.00       0.000        0
 114      1.00        1.00       0.00       0.000        0
 115      1.20        1.00       0.00       0.000        0
 116      1.20        1.00       0.00       0.000        0
 117      1.44        1.00       0.00       0.000        0
 118      1.44        1.00       0.00       0.000        0
 119      1.44        1.00       0.00       0.000        0
 120      1.44        1.00       0.00       0.000        0
 121      1.01        0.00       1.00       1.000        0
 122      1.00        1.00       0.00       0.000        0
 123      1.20        1.00       0.00       0.000        0
 124      1.20        1.00       0.00       0.000        0
 125      1.00        1.00       0.00       0.000        0
 126      1.00        1.00       0.00       0.000        0
 127      1.20        1.00       0.00       0.000        0
 128      1.00        1.00       0.00       0.000        0
 129      1.20        1.00       0.00       0.000        0
 130      1.00        1.00       0.00       0.000        0
 131      1.00        1.00       0.00       0.000        0
 132      1.00        1.00       0.00       0.000        0
 133      1.00        1.00       0.00       0.000        0
 134      1.20        1.00       0.00       0.000        0
 135      1.20        1.00       0.00       0.000        0
 136      1.00        1.00       0.00       0.000        0
 137      1.20        1.00       0.00       0.000        0
 138      1.00        1.00       0.00       0.000        0
 139      1.00        1.00       0.00       0.000        0
 140      1.20        1.00       0.00       0.000        0
 141      1.00        1.00       0.00       0.000        0
 142      1.20        1.00       0.00       0.000        0
 143      1.00        1.00       0.00       0.000        0
 144      1.00        1.00       0.00       0.000        0
 145      1.00        1.00       0.00       0.000        0
 146      1.00        1.00       0.00       0.000        0
 147      1.00        1.00       0.00       0.000        0
 148      1.20        1.00       0.00       0.000        0
 149      1.44        1.00       0.00       0.000        0
 150      1.44        1.00       0.00       0.000        0
