=== DQN Simulation Log ===
Timestamp : 2026-05-28 20:33:34.658972
Base Seed : 51251
======================================================================

Step    CWND    Throughput    AoI     Loss Rate    Queue
----------------------------------------------------------------------
   1     10.00        9.00       0.00       0.100        0
   2     10.00       10.00       0.00       0.000        0
   3     10.00       10.00       0.00       0.000        0
   4      7.00        7.00       0.00       0.000        0
   5      7.00        7.00       0.00       0.000        0
   6      4.90        4.00       0.00       0.000        0
   7      5.88        5.00       0.00       0.000        0
   8      4.12        3.00       0.00       0.250        0
   9      2.88        2.00       0.00       0.000        0
  10      3.46        3.00       0.00       0.000        0
  11      4.15        4.00       0.00       0.000        0
  12      4.98        4.00       0.00       0.000        0
  13      4.98        4.00       0.00       0.000        0
  14      5.97        5.00       0.00       0.000        0
  15      7.17        7.00       0.00       0.000        0
  16      8.60        8.00       0.00       0.000        0
  17     10.32       10.00       0.00       0.000        0
  18     10.32       10.00       0.00       0.000        0
  19     10.32       10.00       0.00       0.000        0
  20     10.32        9.00       0.00       0.100        0
  21     10.32       10.00       0.00       0.000        0
  22     12.39       12.00       0.00       0.000        0
  23     14.87       13.00       0.00       0.071        0
  24     10.41       10.00       0.00       0.000        0
  25     10.41       10.00       0.00       0.000        0
  26     10.41       10.00       0.00       0.000        0
  27      7.28        7.00       0.00       0.000        0
  28      8.74        8.00       0.00       0.000        0
  29      6.12        6.00       0.00       0.000        0
  30      6.12        6.00       0.00       0.000        0
  31      6.12        6.00       0.00       0.000        0
  32      7.34        7.00       0.00       0.000        0
  33      7.34        7.00       0.00       0.000        0
  34      5.14        5.00       0.00       0.000        0
  35      6.17        5.00       0.00       0.167        0
  36      7.40        7.00       0.00       0.000        0
  37      5.18        5.00       0.00       0.000        0
  38      6.22        6.00       0.00       0.000        0
  39      6.22        6.00       0.00       0.000        0
  40      4.35        4.00       0.00       0.000        0
  41      5.22        5.00       0.00       0.000        0
  42      5.22        5.00       0.00       0.000        0
  43      6.27        6.00       0.00       0.000        0
  44      7.52        7.00       0.00       0.000        0
  45      5.26        5.00       0.00       0.000        0
  46      5.26        5.00       0.00       0.000        0
  47      5.26        5.00       0.00       0.000        0
  48      6.32        6.00       0.00       0.000        0
  49      6.32        6.00       0.00       0.000        0
  50      6.32        5.00       0.00       0.167        0
  51      4.42        4.00       0.00       0.000        0
  52      4.42        4.00       0.00       0.000        0
  53      5.31        5.00       0.00       0.000        0
  54      6.37        6.00       0.00       0.000        0
  55      4.46        4.00       0.00       0.000        0
  56      4.46        4.00       0.00       0.000        0
  57      4.46        4.00       0.00       0.000        0
  58      5.35        5.00       0.00       0.000        0
  59      5.35        5.00       0.00       0.000        0
  60      6.42        6.00       0.00       0.000        0
  61      6.42        6.00       0.00       0.000        0
  62      7.70        6.00       0.00       0.143        0
  63      5.39        5.00       0.00       0.000        0
