=== DDPG_NO_AOI Simulation Log ===
Timestamp : 2026-05-29 16:51:01.243157
Base Seed : 90534
======================================================================

Step    CWND    Throughput    AoI     Loss Rate    Queue
----------------------------------------------------------------------
   1      6.92        6.00       0.00       0.000        0
   2     10.90       10.00       0.00       0.000        0
   3     13.72       12.00       0.00       0.077        0
   4     16.34       16.00       0.00       0.000        0
   5     18.63       17.00       0.00       0.056        0
   6     19.77       18.00       0.00       0.053        0
   7     20.37       19.00       0.00       0.050        0
   8     20.96       16.00       0.00       0.000        4
   9     16.69       20.00       0.00       0.000        0
  10     21.42       19.00       0.00       0.000        2
  11     19.85       20.00       0.00       0.053        0
  12     21.66       20.00       0.00       0.048        0
  13     21.42       21.00       0.00       0.000        0
  14     21.61       20.00       0.00       0.000        1
  15     20.77       20.00       0.00       0.000        1
  16     20.86       12.00       0.00       0.050        8
  17     12.58       12.00       0.00       0.250        5
  18     16.89       13.00       0.00       0.062        7
  19     14.43       13.00       0.00       0.000        8
  20     13.62       12.00       0.00       0.077        8
  21     13.81       17.00       0.00       0.000        4
  22     18.55       14.00       0.00       0.056        7
  23     15.11       17.00       0.00       0.000        5
  24     18.21       16.00       0.00       0.000        7
  25     16.35       13.00       0.00       0.188        7
  26     16.16       15.00       0.00       0.000        8
  27     15.33       14.00       0.00       0.067        8
  28     15.38       12.00       0.00       0.000       11
  29     11.84       12.00       0.00       0.000       10
  30     12.52       15.00       0.00       0.000        7
  31     16.13       17.00       0.00       0.000        6
  32     17.91       17.00       0.00       0.000        6
  33     17.62       22.00       0.00       0.000        1
  34     22.39       23.00       0.00       0.000        0
  35     22.81       22.00       0.00       0.000        0
  36     22.12       19.00       0.00       0.045        2
  37     20.24       19.00       0.00       0.050        2
  38     20.64       15.00       0.00       0.000        7
  39     15.00       14.00       0.00       0.000        7
  40     14.80       11.00       0.00       0.000       10
  41     11.37       11.00       0.00       0.091        9
  42     13.10       13.00       0.00       0.000        9
  43     13.51       13.00       0.00       0.000        9
  44     13.45       15.00       0.00       0.000        7
  45     16.05       14.00       0.00       0.062        8
  46     15.22       12.00       0.00       0.067       10
  47     12.92       19.00       0.00       0.000        3
  48     20.23       23.00       0.00       0.000        0
  49     23.04       21.00       0.00       0.000        2
  50     21.05       20.00       0.00       0.048        2
  51     21.15       21.00       0.00       0.000        2
  52     21.29       16.00       0.00       0.000        7
  53     15.85        9.00       0.00       0.067       12
  54      9.95       12.00       1.00       0.111        8
  55     14.64       14.00       0.00       0.000        8
  56     14.54       14.00       0.00       0.000        8
  57     14.55       13.00       0.00       0.000        9
  58     13.32       14.00       0.00       0.000        8
  59     14.73       13.00       0.00       0.000        9
  60     13.30       13.00       0.00       0.000        9
  61     13.48       12.00       0.00       0.077        9
  62     13.54       13.00       0.00       0.000        9
  63     13.45       18.00       0.00       0.154        2
  64     21.41       20.00       0.00       0.048        2
  65     21.11       21.00       0.00       0.000        2
  66     21.29       21.00       0.00       0.000        2
  67     21.27       20.00       0.00       0.048        2
  68     21.13       13.00       0.00       0.000       10
  69     12.27        9.00       1.00       0.083       12
  70     10.54       14.00       0.00       0.100        7
  71     16.49       15.00       0.00       0.000        8
  72     15.28       15.00       0.00       0.000        8
  73     15.45       14.00       0.00       0.067        8
  74     15.36       19.00       0.00       0.000        4
  75     19.94       17.00       0.00       0.000        6
  76     17.24       18.00       0.00       0.000        5
  77     18.82       20.00       0.00       0.000        3
  78     20.65       22.00       0.00       0.050        0
  79     22.82       22.00       0.00       0.000        0
  80     22.12       22.00       0.00       0.000        0
  81     22.20       22.00       0.00       0.000        0
  82     22.19       21.00       0.00       0.045        0
  83     21.97       20.00       0.00       0.048        0
  84     21.39       16.00       0.00       0.143        2
  85     18.85       19.00       0.00       0.000        1
  86     20.39       15.00       0.00       0.000        6
  87     15.34       16.00       0.00       0.200        2
  88     20.16       18.00       0.00       0.000        4
  89     18.69       17.00       0.00       0.056        4
  90     18.80       18.00       0.00       0.056        3
  91     19.96       17.00       0.00       0.000        5
  92     17.52        9.00       0.00       0.059       12
  93      9.68       14.00       0.00       0.000        7
  94     15.37       14.00       0.00       0.000        8
  95     14.44       19.00       0.00       0.000        3
  96     20.22       19.00       0.00       0.000        4
  97     19.53       18.00       0.00       0.053        4
  98     19.56       19.00       0.00       0.000        4
  99     19.64       21.00       0.00       0.000        2
 100     21.44       17.00       0.00       0.048        5
 101     17.94       18.00       0.00       0.000        4
 102     19.04       22.00       0.00       0.053        0
 103     23.04       20.00       0.00       0.087        1
 104     21.36       21.00       0.00       0.048        0
 105     22.09       22.00       0.00       0.000        0
 106     22.20       22.00       0.00       0.000        0
 107     22.19       22.00       0.00       0.000        0
 108     22.19       20.00       0.00       0.000        2
 109     20.46       17.00       0.00       0.000        5
 110     17.42       16.00       0.00       0.059        5
 111     17.86       17.00       0.00       0.000        5
 112     17.91       15.00       0.00       0.000        7
 113     15.38       15.00       0.00       0.000        7
 114     15.76       10.00       0.00       0.000       12
 115     10.05       15.00       0.00       0.000        7
 116     16.24       17.00       0.00       0.000        6
 117     17.90       19.00       0.00       0.059        3
 118     20.75       22.00       0.00       0.000        1
 119     22.16       23.00       0.00       0.000        0
 120     22.84       22.00       0.00       0.000        0
 121     22.12       21.00       0.00       0.045        0
 122     21.98       21.00       0.00       0.000        0
 123     21.55       20.00       0.00       0.048        0
 124     21.43       21.00       0.00       0.000        0
 125     21.61       19.00       0.00       0.095        0
