=== DQN Simulation Log ===
Timestamp : 2026-05-29 16:26:15.216208
Base Seed : 98772
======================================================================

Step    CWND    Throughput    AoI     Loss Rate    Queue
----------------------------------------------------------------------
   1     10.00        9.00       0.00       0.100        0
   2      7.00        6.00       0.00       0.143        0
   3      7.00        7.00       0.00       0.000        0
   4      4.90        4.00       0.00       0.000        0
   5      5.88        5.00       0.00       0.000        0
   6      7.06        7.00       0.00       0.000        0
   7      8.47        8.00       0.00       0.000        0
   8      8.47        8.00       0.00       0.000        0
   9      5.93        5.00       0.00       0.000        0
  10      5.93        4.00       0.00       0.200        0
  11      7.11        7.00       0.00       0.000        0
  12      7.11        7.00       0.00       0.000        0
  13      4.98        4.00       0.00       0.000        0
  14      5.97        5.00       0.00       0.000        0
  15      4.18        3.00       0.00       0.250        0
  16      4.18        4.00       0.00       0.000        0
  17      2.93        2.00       0.00       0.000        0
  18      2.05        2.00       0.00       0.000        0
  19      2.05        2.00       0.00       0.000        0
  20      2.05        2.00       0.00       0.000        0
  21      1.43        1.00       0.00       0.000        0
  22      1.43        1.00       0.00       0.000        0
  23      1.72        1.00       0.00       0.000        0
  24      1.20        1.00       0.00       0.000        0
  25      1.45        1.00       0.00       0.000        0
  26      1.74        1.00       0.00       0.000        0
  27      1.21        1.00       0.00       0.000        0
  28      1.21        1.00       0.00       0.000        0
  29      1.00        1.00       0.00       0.000        0
  30      1.00        1.00       0.00       0.000        0
  31      1.20        1.00       0.00       0.000        0
  32      1.20        1.00       0.00       0.000        0
  33      1.44        1.00       0.00       0.000        0
  34      1.73        1.00       0.00       0.000        0
  35      1.21        1.00       0.00       0.000        0
  36      1.00        1.00       0.00       0.000        0
  37      1.00        1.00       0.00       0.000        0
  38      1.00        1.00       0.00       0.000        0
  39      1.00        1.00       0.00       0.000        0
  40      1.00        1.00       0.00       0.000        0
  41      1.00        1.00       0.00       0.000        0
  42      1.20        1.00       0.00       0.000        0
  43      1.44        1.00       0.00       0.000        0
  44      1.01        1.00       0.00       0.000        0
  45      1.21        1.00       0.00       0.000        0
  46      1.00        1.00       0.00       0.000        0
  47      1.20        1.00       0.00       0.000        0
  48      1.44        1.00       0.00       0.000        0
  49      1.01        1.00       0.00       0.000        0
  50      1.21        1.00       0.00       0.000        0
  51      1.00        1.00       0.00       0.000        0
  52      1.00        1.00       0.00       0.000        0
  53      1.00        1.00       0.00       0.000        0
  54      1.00        1.00       0.00       0.000        0
  55      1.20        1.00       0.00       0.000        0
  56      1.20        1.00       0.00       0.000        0
  57      1.44        1.00       0.00       0.000        0
  58      1.44        1.00       0.00       0.000        0
  59      1.44        1.00       0.00       0.000        0
  60      1.44        1.00       0.00       0.000        0
  61      1.73        1.00       0.00       0.000        0
  62      2.07        2.00       0.00       0.000        0
  63      1.45        1.00       0.00       0.000        0
