=== DQN_NO_AOI Simulation Log ===
Timestamp : 2026-05-29 16:51:01.243157
Base Seed : 90534
======================================================================

Step    CWND    Throughput    AoI     Loss Rate    Queue
----------------------------------------------------------------------
   1     10.00       10.00       0.00       0.000        0
   2     12.00       10.00       0.00       0.000        2
   3     14.40       15.00       0.00       0.071        0
   4     17.28       17.00       0.00       0.000        0
   5     17.28       16.00       0.00       0.059        0
   6     12.10       11.00       0.00       0.083        0
   7     14.52       13.00       0.00       0.071        0
   8     14.52       14.00       0.00       0.000        0
   9     14.52       13.00       0.00       0.000        1
  10     14.52       14.00       0.00       0.000        1
  11     10.16       11.00       0.00       0.000        0
  12     12.19       12.00       0.00       0.000        0
  13      8.53        8.00       0.00       0.000        0
  14      8.53        7.00       0.00       0.125        0
  15      5.97        5.00       0.00       0.000        0
  16      4.18        4.00       0.00       0.000        0
  17      2.93        2.00       0.00       0.000        0
  18      2.93        2.00       0.00       0.000        0
  19      2.05        2.00       0.00       0.000        0
  20      2.46        2.00       0.00       0.000        0
  21      2.46        2.00       0.00       0.000        0
  22      2.46        2.00       0.00       0.000        0
  23      2.46        2.00       0.00       0.000        0
  24      2.95        2.00       0.00       0.000        0
  25      3.54        3.00       0.00       0.000        0
  26      3.54        3.00       0.00       0.000        0
  27      2.48        2.00       0.00       0.000        0
  28      2.97        2.00       0.00       0.000        0
  29      2.97        2.00       0.00       0.000        0
  30      2.08        2.00       0.00       0.000        0
  31      1.46        1.00       0.00       0.000        0
  32      1.46        1.00       0.00       0.000        0
  33      1.75        1.00       0.00       0.000        0
  34      2.10        2.00       0.00       0.000        0
  35      2.10        2.00       0.00       0.000        0
  36      2.10        2.00       0.00       0.000        0
  37      1.47        1.00       0.00       0.000        0
  38      1.76        1.00       0.00       0.000        0
  39      1.76        1.00       0.00       0.000        0
  40      2.12        2.00       0.00       0.000        0
  41      2.12        2.00       0.00       0.000        0
  42      2.54        1.00       0.00       0.500        0
  43      1.78        1.00       0.00       0.000        0
  44      1.78        0.00       1.00       1.000        0
  45      1.24        1.00       0.00       0.000        0
  46      1.00        1.00       0.00       0.000        0
  47      1.00        1.00       0.00       0.000        0
  48      1.00        1.00       0.00       0.000        0
  49      1.00        1.00       0.00       0.000        0
  50      1.20        1.00       0.00       0.000        0
  51      1.00        1.00       0.00       0.000        0
  52      1.00        1.00       0.00       0.000        0
  53      1.00        0.00       1.00       1.000        0
  54      1.20        1.00       0.00       0.000        0
  55      1.44        1.00       0.00       0.000        0
  56      1.01        1.00       0.00       0.000        0
  57      1.01        1.00       0.00       0.000        0
  58      1.21        1.00       0.00       0.000        0
  59      1.00        1.00       0.00       0.000        0
  60      1.00        1.00       0.00       0.000        0
  61      1.00        1.00       0.00       0.000        0
  62      1.00        1.00       0.00       0.000        0
  63      1.00        1.00       0.00       0.000        0
  64      1.00        1.00       0.00       0.000        0
  65      1.00        1.00       0.00       0.000        0
  66      1.20        1.00       0.00       0.000        0
  67      1.20        1.00       0.00       0.000        0
  68      1.20        1.00       0.00       0.000        0
  69      1.00        1.00       0.00       0.000        0
  70      1.00        1.00       0.00       0.000        0
  71      1.00        1.00       0.00       0.000        0
  72      1.00        1.00       0.00       0.000        0
  73      1.00        1.00       0.00       0.000        0
  74      1.00        1.00       0.00       0.000        0
  75      1.00        1.00       0.00       0.000        0
  76      1.20        1.00       0.00       0.000        0
  77      1.00        0.00       1.00       1.000        0
  78      1.00        1.00       0.00       0.000        0
  79      1.00        1.00       0.00       0.000        0
  80      1.00        1.00       0.00       0.000        0
  81      1.20        1.00       0.00       0.000        0
  82      1.20        1.00       0.00       0.000        0
  83      1.44        1.00       0.00       0.000        0
  84      1.44        1.00       0.00       0.000        0
  85      1.73        1.00       0.00       0.000        0
  86      2.07        2.00       0.00       0.000        0
  87      2.07        2.00       0.00       0.000        0
  88      2.07        2.00       0.00       0.000        0
  89      2.07        2.00       0.00       0.000        0
  90      2.07        2.00       0.00       0.000        0
  91      1.45        1.00       0.00       0.000        0
  92      1.45        1.00       0.00       0.000        0
  93      1.45        1.00       0.00       0.000        0
  94      1.74        1.00       0.00       0.000        0
  95      1.74        1.00       0.00       0.000        0
  96      2.09        2.00       0.00       0.000        0
  97      2.09        2.00       0.00       0.000        0
  98      2.09        2.00       0.00       0.000        0
  99      2.09        1.00       0.00       0.500        0
 100      2.51        2.00       0.00       0.000        0
 101      1.76        1.00       0.00       0.000        0
 102      1.23        1.00       0.00       0.000        0
 103      1.23        1.00       0.00       0.000        0
 104      1.23        1.00       0.00       0.000        0
 105      1.47        1.00       0.00       0.000        0
 106      1.03        1.00       0.00       0.000        0
 107      1.24        1.00       0.00       0.000        0
 108      1.49        1.00       0.00       0.000        0
 109      1.49        1.00       0.00       0.000        0
