=== CUBIC Simulation Log ===
Timestamp : 2026-05-26 21:19:49.181781
Base Seed : 72691
======================================================================

Step    CWND    Throughput    AoI     Loss Rate    Queue
----------------------------------------------------------------------
   1     10.40       10.00       0.00       0.000        0
   2      7.00        9.00       0.00       0.100        0
   3      7.00        9.00       0.00       0.100        0
   4      7.00        9.00       0.00       0.100        0
   5     10.40       10.00       0.00       0.000        0
   6     10.40       10.00       0.00       0.000        0
   7     10.40       10.00       0.00       0.000        0
   8     10.40       10.00       0.00       0.000        0
   9     10.40       10.00       0.00       0.000        0
  10     10.40       10.00       0.00       0.000        0
  11     10.40       10.00       0.00       0.000        0
  12     10.40       10.00       0.00       0.000        0
  13     10.40       10.00       0.00       0.000        0
  14     10.40       10.00       0.00       0.000        0
  15     10.40       10.00       0.00       0.000        0
  16     10.40       10.00       0.00       0.000        0
  17     10.40       10.00       0.00       0.000        0
  18     10.40       10.00       0.00       0.000        0
  19     10.40       10.00       0.00       0.000        0
  20     10.40       10.00       0.00       0.000        0
  21     10.40       10.00       0.00       0.000        0
  22     10.40       10.00       0.00       0.000        0
  23     10.40       10.00       0.00       0.000        0
  24     10.40       10.00       0.00       0.000        0
  25     10.40       10.00       0.00       0.000        0
  26     10.40       10.00       0.00       0.000        0
  27     10.40       10.00       0.00       0.000        0
  28     10.40       10.00       0.00       0.000        0
  29      7.00        9.00       0.00       0.100        0
  30      7.00        9.00       0.00       0.100        0
  31      7.00        9.00       0.00       0.100        0
  32      7.00        9.00       0.00       0.100        0
  33     10.40       10.00       0.00       0.000        0
  34     10.40       10.00       0.00       0.000        0
  35     10.40       10.00       0.00       0.000        0
  36     10.40       10.00       0.00       0.000        0
  37     10.40       10.00       0.00       0.000        0
  38     10.40       10.00       0.00       0.000        0
  39     10.40       10.00       0.00       0.000        0
  40     10.40       10.00       0.00       0.000        0
  41     10.40       10.00       0.00       0.000        0
  42     10.40       10.00       0.00       0.000        0
  43     10.40       10.00       0.00       0.000        0
  44     10.40       10.00       0.00       0.000        0
  45     10.40       10.00       0.00       0.000        0
  46      7.00        9.00       0.00       0.100        0
  47     10.40       10.00       0.00       0.000        0
  48     10.40       10.00       0.00       0.000        0
  49     10.40       10.00       0.00       0.000        0
  50     10.40       10.00       0.00       0.000        0
  51     10.40       10.00       0.00       0.000        0
  52     10.40       10.00       0.00       0.000        0
  53     10.40       10.00       0.00       0.000        0
  54     10.40       10.00       0.00       0.000        0
  55     10.40       10.00       0.00       0.000        0
  56     10.40       10.00       0.00       0.000        0
  57     10.40       10.00       0.00       0.000        0
  58     10.40       10.00       0.00       0.000        0
  59     10.40       10.00       0.00       0.000        0
  60      7.00        9.00       0.00       0.100        0
  61      7.00        9.00       0.00       0.100        0
  62     10.40       10.00       0.00       0.000        0
  63      7.00        9.00       0.00       0.100        0
  64      7.00        9.00       0.00       0.100        0
  65     10.40       10.00       0.00       0.000        0
  66     10.40       10.00       0.00       0.000        0
  67      7.00        9.00       0.00       0.100        0
  68     10.40       10.00       0.00       0.000        0
  69     10.40       10.00       0.00       0.000        0
  70     10.40       10.00       0.00       0.000        0
  71     10.40       10.00       0.00       0.000        0
  72     10.40       10.00       0.00       0.000        0
  73     10.40       10.00       0.00       0.000        0
  74     10.40       10.00       0.00       0.000        0
  75     10.40       10.00       0.00       0.000        0
  76     10.40       10.00       0.00       0.000        0
  77     10.40       10.00       0.00       0.000        0
  78     10.40       10.00       0.00       0.000        0
  79     10.40       10.00       0.00       0.000        0
  80     10.40       10.00       0.00       0.000        0
  81     10.40       10.00       0.00       0.000        0
  82      7.00        9.00       0.00       0.100        0
  83     10.40       10.00       0.00       0.000        0
  84      7.00        9.00       0.00       0.100        0
  85      7.00        9.00       0.00       0.100        0
  86      7.00        9.00       0.00       0.100        0
  87     10.40       10.00       0.00       0.000        0
  88     10.40       10.00       0.00       0.000        0
  89     10.40       10.00       0.00       0.000        0
  90      7.00        9.00       0.00       0.100        0
  91     10.40       10.00       0.00       0.000        0
  92      7.00        9.00       0.00       0.100        0
  93      7.00        9.00       0.00       0.100        0
  94     10.40       10.00       0.00       0.000        0
  95      7.00        9.00       0.00       0.100        0
  96     10.40       10.00       0.00       0.000        0
  97     10.40       10.00       0.00       0.000        0
  98      7.00        9.00       0.00       0.100        0
  99     10.40       10.00       0.00       0.000        0
 100     10.40       10.00       0.00       0.000        0
 101     10.40       10.00       0.00       0.000        0
 102     10.40       10.00       0.00       0.000        0
 103     10.40       10.00       0.00       0.000        0
 104     10.40       10.00       0.00       0.000        0
 105     10.40       10.00       0.00       0.000        0
 106      7.00        9.00       0.00       0.100        0
 107     10.40       10.00       0.00       0.000        0
 108     10.40       10.00       0.00       0.000        0
 109     10.40       10.00       0.00       0.000        0
 110     10.40       10.00       0.00       0.000        0
 111     10.40       10.00       0.00       0.000        0
 112     10.40       10.00       0.00       0.000        0
 113     10.40       10.00       0.00       0.000        0
 114     10.40       10.00       0.00       0.000        0
 115     10.40       10.00       0.00       0.000        0
 116     10.40       10.00       0.00       0.000        0
 117     10.40       10.00       0.00       0.000        0
 118     10.40       10.00       0.00       0.000        0
 119     10.40       10.00       0.00       0.000        0
 120      7.00        9.00       0.00       0.100        0
 121     10.40       10.00       0.00       0.000        0
 122      7.00        9.00       0.00       0.100        0
 123     10.40       10.00       0.00       0.000        0
 124     10.40       10.00       0.00       0.000        0
 125     10.40       10.00       0.00       0.000        0
 126      7.00        9.00       0.00       0.100        0
 127     10.40       10.00       0.00       0.000        0
 128     10.40       10.00       0.00       0.000        0
 129     10.40       10.00       0.00       0.000        0
 130     10.40       10.00       0.00       0.000        0
 131     10.40       10.00       0.00       0.000        0
 132     10.40       10.00       0.00       0.000        0
 133     10.40       10.00       0.00       0.000        0
 134     10.40       10.00       0.00       0.000        0
 135     10.40       10.00       0.00       0.000        0
 136     10.40       10.00       0.00       0.000        0
 137     10.40       10.00       0.00       0.000        0
 138     10.40       10.00       0.00       0.000        0
 139     10.40       10.00       0.00       0.000        0
 140     10.40       10.00       0.00       0.000        0
 141      7.00        8.00       0.00       0.200        0
 142      7.00        9.00       0.00       0.100        0
 143     10.40       10.00       0.00       0.000        0
 144     10.40       10.00       0.00       0.000        0
 145     10.40       10.00       0.00       0.000        0
 146      7.00        7.00       0.00       0.300        0
 147     10.40       10.00       0.00       0.000        0
 148     10.40       10.00       0.00       0.000        0
 149     10.40       10.00       0.00       0.000        0
 150      7.00        9.00       0.00       0.100        0
