=== DDPG_NO_AOI Simulation Log ===
Timestamp : 2026-05-29 16:29:27.005196
Base Seed : 70551
======================================================================

Step    CWND    Throughput    AoI     Loss Rate    Queue
 114     25.46       25.00       0.00       0.000        0
 115     25.01       25.00       0.00       0.000        0
 116     25.10       23.00       0.00       0.040        1
 117     23.81       21.00       0.00       0.000        3
 118     21.42       16.00       0.00       0.048        7
 119     17.63       15.00       0.00       0.000        9
 120     16.23       10.00       0.00       0.000       15
 121      9.28       10.00       1.00       0.000       14
 122     11.23       10.00       1.00       0.000       15
 123     10.31       13.00       1.00       0.000       12
 124     14.57       12.00       0.00       0.071       13
 125     13.48       12.00       1.00       0.077       13
 126     13.70       13.00       1.00       0.000       13
 127     13.65       13.00       1.00       0.000       13
 128     13.66       12.00       1.00       0.077       13
 129     13.67       13.00       1.00       0.000       13
 130     13.66       13.00       1.00       0.000       13
 131     13.66       21.00       0.00       0.000        5
 132     22.35       26.00       0.00       0.045        0
 133     26.50       26.00       0.00       0.000        0
 134     25.48       25.00       0.00       0.000        0
 135     25.00       25.00       0.00       0.000        0
 136     25.10       19.00       0.00       0.000        6
 137     18.84       13.00       0.00       0.056       10
 138     14.61       10.00       1.00       0.000       14
 139     10.01       10.00       1.00       0.000       14
 140     11.07       10.00       1.00       0.000       15
 141     10.34       10.00       1.00       0.000       15
 142     10.52       10.00       1.00       0.000       15
 143     10.47        9.00       1.00       0.100       15
 144     10.98       10.00       1.00       0.000       15
 145     10.36       10.00       1.00       0.000       15
 146     10.52       10.00       1.00       0.000       15
 147     10.48        9.00       1.00       0.100       15
 148     10.98       10.00       1.00       0.000       15
 149     10.36       10.00       1.00       0.000       15
 150     10.52        9.00       1.00       0.100       15
