=== DQN Simulation Log ===
Timestamp : 2026-05-26 21:25:40.465526
Base Seed : 32642
======================================================================

Step    CWND    Throughput    AoI     Loss Rate    Queue
----------------------------------------------------------------------
   1      7.00        7.00       0.00       0.000        0
   2      7.00        7.00       0.00       0.000        0
   3      7.00        7.00       0.00       0.000        0
   4      4.90        4.00       0.00       0.000        0
   5      4.90        4.00       0.00       0.000        0
   6      4.90        4.00       0.00       0.000        0
   7      5.88        5.00       0.00       0.000        0
   8      7.06        7.00       0.00       0.000        0
   9      7.06        7.00       0.00       0.000        0
  10      8.47        7.00       0.00       0.125        0
  11      5.93        5.00       0.00       0.000        0
  12      4.15        4.00       0.00       0.000        0
  13      4.98        4.00       0.00       0.000        0
  14      3.49        3.00       0.00       0.000        0
  15      4.18        4.00       0.00       0.000        0
  16      5.02        5.00       0.00       0.000        0
  17      6.02        6.00       0.00       0.000        0
  18      7.23        7.00       0.00       0.000        0
  19      5.06        5.00       0.00       0.000        0
  20      5.06        5.00       0.00       0.000        0
  21      3.54        3.00       0.00       0.000        0
  22      4.25        4.00       0.00       0.000        0
  23      5.10        4.00       0.00       0.200        0
  24      3.57        3.00       0.00       0.000        0
  25      3.57        3.00       0.00       0.000        0
  26      4.28        4.00       0.00       0.000        0
  27      4.28        3.00       0.00       0.250        0
  28      4.28        4.00       0.00       0.000        0
  29      3.00        2.00       0.00       0.000        0
  30      3.60        3.00       0.00       0.000        0
  31      4.32        4.00       0.00       0.000        0
  32      3.02        3.00       0.00       0.000        0
  33      2.12        2.00       0.00       0.000        0
  34      2.12        2.00       0.00       0.000        0
  35      2.54        2.00       0.00       0.000        0
  36      3.05        3.00       0.00       0.000        0
  37      3.05        3.00       0.00       0.000        0
  38      2.13        2.00       0.00       0.000        0
  39      2.13        2.00       0.00       0.000        0
  40      1.49        1.00       0.00       0.000        0
  41      1.49        1.00       0.00       0.000        0
  42      1.04        1.00       0.00       0.000        0
  43      1.00        1.00       0.00       0.000        0
  44      1.00        0.00       1.00       1.000        0
  45      1.00        1.00       0.00       0.000        0
  46      1.20        1.00       0.00       0.000        0
  47      1.44        1.00       0.00       0.000        0
  48      1.44        1.00       0.00       0.000        0
  49      1.01        1.00       0.00       0.000        0
  50      1.21        1.00       0.00       0.000        0
  51      1.21        1.00       0.00       0.000        0
  52      1.45        1.00       0.00       0.000        0
  53      1.74        1.00       0.00       0.000        0
  54      1.74        1.00       0.00       0.000        0
  55      2.09        2.00       0.00       0.000        0
  56      2.09        2.00       0.00       0.000        0
  57      2.09        2.00       0.00       0.000        0
  58      2.51        2.00       0.00       0.000        0
  59      1.76        1.00       0.00       0.000        0
  60      1.23        1.00       0.00       0.000        0
  61      1.47        1.00       0.00       0.000        0
  62      1.47        1.00       0.00       0.000        0
  63      1.03        1.00       0.00       0.000        0
  64      1.00        1.00       0.00       0.000        0
  65      1.00        1.00       0.00       0.000        0
  66      1.00        1.00       0.00       0.000        0
  67      1.00        1.00       0.00       0.000        0
  68      1.00        1.00       0.00       0.000        0
  69      1.20        1.00       0.00       0.000        0
  70      1.20        1.00       0.00       0.000        0
  71      1.44        1.00       0.00       0.000        0
  72      1.44        1.00       0.00       0.000        0
  73      1.01        1.00       0.00       0.000        0
  74      1.01        1.00       0.00       0.000        0
  75      1.21        1.00       0.00       0.000        0
  76      1.21        1.00       0.00       0.000        0
  77      1.45        1.00       0.00       0.000        0
  78      1.45        1.00       0.00       0.000        0
  79      1.74        1.00       0.00       0.000        0
  80      1.74        1.00       0.00       0.000        0
  81      1.22        1.00       0.00       0.000        0
  82      1.00        1.00       0.00       0.000        0
  83      1.00        1.00       0.00       0.000        0
  84      1.20        1.00       0.00       0.000        0
  85      1.20        1.00       0.00       0.000        0
  86      1.44        1.00       0.00       0.000        0
  87      1.44        1.00       0.00       0.000        0
  88      1.44        1.00       0.00       0.000        0
  89      1.73        1.00       0.00       0.000        0
  90      2.07        2.00       0.00       0.000        0
  91      2.07        2.00       0.00       0.000        0
  92      2.07        2.00       0.00       0.000        0
  93      2.49        2.00       0.00       0.000        0
  94      1.74        1.00       0.00       0.000        0
  95      2.09        2.00       0.00       0.000        0
  96      1.46        1.00       0.00       0.000        0
  97      1.02        1.00       0.00       0.000        0
  98      1.02        1.00       0.00       0.000        0
  99      1.00        1.00       0.00       0.000        0
 100      1.00        1.00       0.00       0.000        0
 101      1.00        1.00       0.00       0.000        0
 102      1.20        1.00       0.00       0.000        0
 103      1.00        1.00       0.00       0.000        0
 104      1.20        1.00       0.00       0.000        0
 105      1.00        1.00       0.00       0.000        0
 106      1.00        1.00       0.00       0.000        0
 107      1.20        1.00       0.00       0.000        0
 108      1.44        1.00       0.00       0.000        0
 109      1.01        1.00       0.00       0.000        0
 110      1.01        1.00       0.00       0.000        0
 111      1.21        1.00       0.00       0.000        0
 112      1.45        1.00       0.00       0.000        0
 113      1.02        1.00       0.00       0.000        0
 114      1.00        1.00       0.00       0.000        0
 115      1.00        1.00       0.00       0.000        0
 116      1.20        1.00       0.00       0.000        0
 117      1.00        1.00       0.00       0.000        0
 118      1.00        1.00       0.00       0.000        0
 119      1.00        1.00       0.00       0.000        0
 120      1.00        1.00       0.00       0.000        0
 121      1.00        1.00       0.00       0.000        0
 122      1.00        1.00       0.00       0.000        0
 123      1.00        1.00       0.00       0.000        0
