=== DQN Simulation Log ===
Timestamp : 2026-05-29 16:30:46.052813
Base Seed : 60284
======================================================================

Step    CWND    Throughput    AoI     Loss Rate    Queue
----------------------------------------------------------------------
   1     12.00       12.00       0.00       0.000        0
   2     12.00       11.00       0.00       0.083        0
   3     12.00       12.00       0.00       0.000        0
   4     14.40       14.00       0.00       0.000        0
   5     17.28       15.00       0.00       0.059        1
   6     20.74       15.00       0.00       0.050        5
   7     20.74        9.00       0.00       0.050       15
   8     14.52       10.00       1.00       0.000       19
   9     14.52       13.00       1.00       0.000       20
  10     17.42       11.00       1.00       0.118       24
  11     20.90       19.00       1.00       0.000       25
  12     20.90       18.00       1.00       0.050       26
  13     25.08       18.00       1.00       0.040       32
  14     17.56       19.00       1.00       0.000       30
  15     21.07       24.00       1.00       0.048       26
  16     14.75       27.00       0.00       0.000       13
  17     14.75       26.00       0.00       0.071        0
  18     10.32       10.00       0.00       0.000        0
  19     10.32       10.00       0.00       0.000        0
  20      7.23        7.00       0.00       0.000        0
  21      5.06        5.00       0.00       0.000        0
  22      6.07        6.00       0.00       0.000        0
  23      6.07        6.00       0.00       0.000        0
  24      6.07        6.00       0.00       0.000        0
  25      6.07        6.00       0.00       0.000        0
  26      7.28        6.00       0.00       0.143        0
  27      5.10        5.00       0.00       0.000        0
  28      6.12        6.00       0.00       0.000        0
  29      7.34        7.00       0.00       0.000        0
  30      8.81        8.00       0.00       0.000        0
  31      6.17        6.00       0.00       0.000        0
  32      4.32        4.00       0.00       0.000        0
  33      3.02        3.00       0.00       0.000        0
  34      3.02        3.00       0.00       0.000        0
  35      3.63        3.00       0.00       0.000        0
  36      4.35        4.00       0.00       0.000        0
  37      5.22        5.00       0.00       0.000        0
  38      3.66        3.00       0.00       0.000        0
  39      2.56        2.00       0.00       0.000        0
  40      2.56        2.00       0.00       0.000        0
  41      3.07        3.00       0.00       0.000        0
  42      3.69        3.00       0.00       0.000        0
  43      4.42        4.00       0.00       0.000        0
  44      5.31        5.00       0.00       0.000        0
  45      5.31        5.00       0.00       0.000        0
  46      5.31        5.00       0.00       0.000        0
  47      5.31        5.00       0.00       0.000        0
  48      5.31        5.00       0.00       0.000        0
  49      3.71        3.00       0.00       0.000        0
  50      2.60        2.00       0.00       0.000        0
  51      3.12        3.00       0.00       0.000        0
  52      3.12        2.00       0.00       0.333        0
  53      3.12        3.00       0.00       0.000        0
  54      3.74        3.00       0.00       0.000        0
  55      4.49        4.00       0.00       0.000        0
  56      3.15        3.00       0.00       0.000        0
  57      2.20        2.00       0.00       0.000        0
  58      2.20        2.00       0.00       0.000        0
  59      1.54        1.00       0.00       0.000        0
  60      1.08        1.00       0.00       0.000        0
  61      1.29        1.00       0.00       0.000        0
  62      1.29        1.00       0.00       0.000        0
  63      1.55        1.00       0.00       0.000        0
  64      1.09        1.00       0.00       0.000        0
  65      1.09        1.00       0.00       0.000        0
  66      1.09        1.00       0.00       0.000        0
  67      1.09        1.00       0.00       0.000        0
  68      1.30        1.00       0.00       0.000        0
  69      1.57        1.00       0.00       0.000        0
  70      1.10        1.00       0.00       0.000        0
  71      1.32        1.00       0.00       0.000        0
  72      1.32        1.00       0.00       0.000        0
  73      1.00        1.00       0.00       0.000        0
  74      1.00        1.00       0.00       0.000        0
  75      1.20        1.00       0.00       0.000        0
  76      1.44        1.00       0.00       0.000        0
  77      1.01        1.00       0.00       0.000        0
  78      1.00        1.00       0.00       0.000        0
  79      1.20        1.00       0.00       0.000        0
  80      1.20        1.00       0.00       0.000        0
  81      1.44        1.00       0.00       0.000        0
  82      1.73        1.00       0.00       0.000        0
  83      1.73        1.00       0.00       0.000        0
  84      2.07        2.00       0.00       0.000        0
  85      2.49        2.00       0.00       0.000        0
  86      2.99        2.00       0.00       0.000        0
  87      2.09        2.00       0.00       0.000        0
  88      1.46        1.00       0.00       0.000        0
  89      1.02        1.00       0.00       0.000        0
  90      1.02        1.00       0.00       0.000        0
  91      1.02        1.00       0.00       0.000        0
  92      1.02        1.00       0.00       0.000        0
  93      1.02        1.00       0.00       0.000        0
  94      1.02        1.00       0.00       0.000        0
  95      1.00        1.00       0.00       0.000        0
  96      1.00        1.00       0.00       0.000        0
  97      1.20        1.00       0.00       0.000        0
  98      1.20        1.00       0.00       0.000        0
  99      1.20        1.00       0.00       0.000        0
 100      1.20        0.00       1.00       1.000        0
 101      1.20        1.00       0.00       0.000        0
 102      1.00        1.00       0.00       0.000        0
 103      1.00        1.00       0.00       0.000        0
 104      1.00        1.00       0.00       0.000        0
 105      1.20        1.00       0.00       0.000        0
 106      1.00        1.00       0.00       0.000        0
 107      1.00        1.00       0.00       0.000        0
 108      1.00        1.00       0.00       0.000        0
 109      1.00        1.00       0.00       0.000        0
 110      1.20        1.00       0.00       0.000        0
 111      1.44        1.00       0.00       0.000        0
 112      1.44        1.00       0.00       0.000        0
 113      1.01        1.00       0.00       0.000        0
 114      1.21        1.00       0.00       0.000        0
 115      1.21        1.00       0.00       0.000        0
 116      1.00        1.00       0.00       0.000        0
 117      1.00        1.00       0.00       0.000        0
 118      1.00        1.00       0.00       0.000        0
 119      1.00        1.00       0.00       0.000        0
 120      1.00        1.00       0.00       0.000        0
 121      1.20        1.00       0.00       0.000        0
 122      1.20        1.00       0.00       0.000        0
 123      1.20        1.00       0.00       0.000        0
 124      1.44        1.00       0.00       0.000        0
 125      1.44        1.00       0.00       0.000        0
 126      1.44        1.00       0.00       0.000        0
 127      1.44        0.00       1.00       1.000        0
 128      1.01        1.00       0.00       0.000        0
 129      1.21        1.00       0.00       0.000        0
 130      1.45        1.00       0.00       0.000        0
 131      1.02        1.00       0.00       0.000        0
 132      1.00        1.00       0.00       0.000        0
 133      1.00        1.00       0.00       0.000        0
 134      1.00        1.00       0.00       0.000        0
 135      1.20        1.00       0.00       0.000        0
 136      1.20        1.00       0.00       0.000        0
 137      1.20        1.00       0.00       0.000        0
 138      1.44        1.00       0.00       0.000        0
 139      1.01        1.00       0.00       0.000        0
 140      1.21        1.00       0.00       0.000        0
 141      1.45        1.00       0.00       0.000        0
 142      1.02        1.00       0.00       0.000        0
 143      1.22        1.00       0.00       0.000        0
 144      1.22        1.00       0.00       0.000        0
 145      1.00        1.00       0.00       0.000        0
 146      1.00        1.00       0.00       0.000        0
 147      1.00        1.00       0.00       0.000        0
 148      1.00        1.00       0.00       0.000        0
 149      1.00        1.00       0.00       0.000        0
 150      1.00        1.00       0.00       0.000        0
