=== DDPG Simulation Log ===
Timestamp : 2026-05-26 20:31:23.908275
Base Seed : 85492
======================================================================

Step    CWND    Throughput    AoI     Loss Rate    Queue
----------------------------------------------------------------------
   1      5.86        5.00       0.00       0.000        0
   2      9.63        9.00       0.00       0.000        0
   3     12.48       12.00       0.00       0.000        0
   4     15.11       15.00       0.00       0.000        0
   5     18.25       18.00       0.00       0.000        0
   6     20.34       17.00       0.00       0.050        2
   7     19.56       18.00       0.00       0.000        3
   8     19.59       20.00       0.00       0.000        2
   9     21.12       23.00       0.00       0.000        0
  10     23.05       18.00       0.00       0.000        5
  11     18.74       19.00       0.00       0.000        4
  12     20.16       20.00       0.00       0.000        4
  13     20.66       19.00       0.00       0.000        5
  14     19.77       15.00       0.00       0.053        8
  15     16.49       17.00       0.00       0.000        7
  16     18.30       14.00       0.00       0.000       11
  17     13.96       13.00       0.00       0.000       11
  18     13.32       19.00       0.00       0.000        5
  19     20.36       18.00       0.00       0.000        7
  20     18.63       15.00       0.00       0.056        9
  21     16.37       21.00       0.00       0.062        3
  22     22.44       24.00       0.00       0.045        0
  23     23.83       23.00       0.00       0.000        0
  24     22.81       21.00       0.00       0.045        0
  25     22.19       22.00       0.00       0.000        0
  26     22.45       22.00       0.00       0.000        0
  27     22.42       19.00       0.00       0.000        3
  28     19.96       21.00       0.00       0.053        0
  29     22.58       18.00       0.00       0.045        3
  30     19.76       19.00       0.00       0.000        3
  31     20.26       19.00       0.00       0.000        4
  32     20.01       19.00       0.00       0.000        5
  33     19.83       16.00       0.00       0.000        8
  34     16.84       16.00       0.00       0.000        8
  35     17.20       14.00       0.00       0.000       11
  36     14.09       14.00       0.00       0.000       11
  37     14.43       13.00       0.00       0.071       11
  38     14.18       13.00       0.00       0.000       12
  39     13.02       12.00       0.00       0.077       12
  40     13.09        9.00       1.00       0.077       15
  41      8.84       10.00       1.00       0.000       13
  42      9.87       10.00       1.00       0.000       12
  43      9.93       14.00       0.00       0.111        6
  44     17.67       15.00       0.00       0.000        8
  45     15.98       15.00       0.00       0.000        8
  46     16.17       15.00       0.00       0.000        9
  47     15.88       13.00       0.00       0.133        9
  48     15.37       14.00       0.00       0.000       10
  49     14.55       16.00       0.00       0.000        8
  50     17.45       16.00       0.00       0.000        9
  51     16.92       17.00       0.00       0.000        8
  52     18.04       17.00       0.00       0.000        9
  53     17.69       13.00       0.00       0.000       13
  54     12.34       11.00       1.00       0.000       14
  55     10.04       11.00       1.00       0.000       13
  56     10.58       12.00       1.00       0.100       10
  57     13.80       13.00       0.00       0.000       10
  58     13.61       13.00       0.00       0.000       10
  59     13.63       16.00       0.00       0.000        7
  60     17.74       19.00       0.00       0.000        5
  61     20.05       20.00       0.00       0.000        5
  62     20.47       24.00       0.00       0.000        1
  63     23.46       24.00       0.00       0.000        0
  64     23.41       20.00       0.00       0.043        2
  65     21.12       17.00       0.00       0.095        4
  66     19.49       14.00       0.00       0.000        9
