=== RENO Simulation Log ===
Timestamp : 2026-05-29 16:30:46.052813
Base Seed : 60284
======================================================================

Step    CWND    Throughput    AoI     Loss Rate    Queue
----------------------------------------------------------------------
   1     20.00       10.00       0.00       0.000        0
   2     10.00       19.00       0.00       0.050        0
   3     10.10       10.00       0.00       0.000        0
   4     10.20       10.00       0.00       0.000        0
   5      5.10        9.00       0.00       0.100        0
   6      5.30        5.00       0.00       0.000        0
   7      2.65        4.00       0.00       0.200        0
   8      3.03        2.00       0.00       0.000        0
   9      3.36        3.00       0.00       0.000        0
  10      3.65        3.00       0.00       0.000        0
  11      3.93        3.00       0.00       0.000        0
  12      2.00        2.00       0.00       0.333        0
  13      2.50        2.00       0.00       0.000        0
  14      2.90        2.00       0.00       0.000        0
  15      3.24        2.00       0.00       0.000        0
  16      3.55        3.00       0.00       0.000        0
  17      3.83        3.00       0.00       0.000        0
  18      4.10        3.00       0.00       0.000        0
  19      4.34        4.00       0.00       0.000        0
  20      2.17        3.00       0.00       0.250        0
  21      2.63        2.00       0.00       0.000        0
  22      2.00        1.00       0.00       0.500        0
  23      2.50        2.00       0.00       0.000        0
  24      2.90        2.00       0.00       0.000        0
  25      3.24        2.00       0.00       0.000        0
  26      3.55        3.00       0.00       0.000        0
  27      3.83        3.00       0.00       0.000        0
  28      4.10        3.00       0.00       0.000        0
  29      4.34        4.00       0.00       0.000        0
  30      4.57        4.00       0.00       0.000        0
  31      2.28        3.00       0.00       0.250        0
  32      2.72        2.00       0.00       0.000        0
  33      3.09        2.00       0.00       0.000        0
  34      3.41        3.00       0.00       0.000        0
  35      2.00        2.00       0.00       0.333        0
  36      2.50        2.00       0.00       0.000        0
  37      2.90        2.00       0.00       0.000        0
  38      3.24        2.00       0.00       0.000        0
  39      3.55        3.00       0.00       0.000        0
  40      3.83        3.00       0.00       0.000        0
  41      4.10        3.00       0.00       0.000        0
  42      2.05        3.00       0.00       0.250        0
  43      2.54        2.00       0.00       0.000        0
  44      2.93        2.00       0.00       0.000        0
  45      3.27        2.00       0.00       0.000        0
  46      3.58        3.00       0.00       0.000        0
  47      3.86        3.00       0.00       0.000        0
  48      4.12        3.00       0.00       0.000        0
  49      4.36        4.00       0.00       0.000        0
  50      4.59        4.00       0.00       0.000        0
  51      4.81        4.00       0.00       0.000        0
  52      5.01        4.00       0.00       0.000        0
  53      5.21        5.00       0.00       0.000        0
  54      5.41        5.00       0.00       0.000        0
  55      2.70        4.00       0.00       0.200        0
  56      3.07        2.00       0.00       0.000        0
  57      3.40        3.00       0.00       0.000        0
  58      3.69        3.00       0.00       0.000        0
  59      3.96        3.00       0.00       0.000        0
  60      4.22        3.00       0.00       0.000        0
  61      4.45        4.00       0.00       0.000        0
  62      4.68        4.00       0.00       0.000        0
  63      4.89        4.00       0.00       0.000        0
  64      5.10        4.00       0.00       0.000        0
  65      5.29        5.00       0.00       0.000        0
  66      5.48        5.00       0.00       0.000        0
  67      5.66        5.00       0.00       0.000        0
  68      5.84        5.00       0.00       0.000        0
  69      2.92        4.00       0.00       0.200        0
  70      3.26        2.00       0.00       0.000        0
  71      3.57        3.00       0.00       0.000        0
  72      2.00        2.00       0.00       0.333        0
  73      2.50        2.00       0.00       0.000        0
  74      2.90        2.00       0.00       0.000        0
  75      3.24        2.00       0.00       0.000        0
  76      3.55        3.00       0.00       0.000        0
  77      3.83        3.00       0.00       0.000        0
  78      4.10        3.00       0.00       0.000        0
  79      4.34        4.00       0.00       0.000        0
  80      4.57        4.00       0.00       0.000        0
  81      4.79        4.00       0.00       0.000        0
  82      5.00        4.00       0.00       0.000        0
  83      5.20        4.00       0.00       0.000        0
  84      5.39        5.00       0.00       0.000        0
  85      5.58        5.00       0.00       0.000        0
  86      5.75        5.00       0.00       0.000        0
  87      5.93        5.00       0.00       0.000        0
  88      6.10        5.00       0.00       0.000        0
  89      6.26        6.00       0.00       0.000        0
  90      6.42        6.00       0.00       0.000        0
  91      6.58        6.00       0.00       0.000        0
  92      6.73        6.00       0.00       0.000        0
  93      6.88        6.00       0.00       0.000        0
  94      7.02        6.00       0.00       0.000        0
  95      7.17        7.00       0.00       0.000        0
  96      7.30        7.00       0.00       0.000        0
  97      7.44        7.00       0.00       0.000        0
  98      7.58        7.00       0.00       0.000        0
  99      7.71        7.00       0.00       0.000        0
 100      7.84        7.00       0.00       0.000        0
 101      7.97        7.00       0.00       0.000        0
 102      8.09        7.00       0.00       0.000        0
 103      8.21        8.00       0.00       0.000        0
 104      8.34        8.00       0.00       0.000        0
 105      8.46        8.00       0.00       0.000        0
 106      8.57        8.00       0.00       0.000        0
 107      8.69        8.00       0.00       0.000        0
 108      4.35        7.00       0.00       0.125        0
 109      4.58        4.00       0.00       0.000        0
 110      4.79        4.00       0.00       0.000        0
 111      5.00        4.00       0.00       0.000        0
 112      5.20        5.00       0.00       0.000        0
 113      2.60        4.00       0.00       0.200        0
 114      2.99        2.00       0.00       0.000        0
 115      3.32        2.00       0.00       0.000        0
 116      3.62        3.00       0.00       0.000        0
 117      3.90        3.00       0.00       0.000        0
 118      4.15        3.00       0.00       0.000        0
 119      4.40        4.00       0.00       0.000        0
 120      4.62        4.00       0.00       0.000        0
 121      4.84        4.00       0.00       0.000        0
 122      5.05        4.00       0.00       0.000        0
 123      5.24        5.00       0.00       0.000        0
 124      5.43        5.00       0.00       0.000        0
 125      5.62        5.00       0.00       0.000        0
 126      2.81        4.00       0.00       0.200        0
 127      3.17        2.00       0.00       0.000        0
 128      3.48        3.00       0.00       0.000        0
 129      3.77        3.00       0.00       0.000        0
 130      4.03        3.00       0.00       0.000        0
 131      4.28        4.00       0.00       0.000        0
 132      4.52        4.00       0.00       0.000        0
 133      4.74        4.00       0.00       0.000        0
 134      4.95        4.00       0.00       0.000        0
 135      5.15        4.00       0.00       0.000        0
 136      5.34        5.00       0.00       0.000        0
 137      5.53        5.00       0.00       0.000        0
 138      2.77        4.00       0.00       0.200        0
 139      3.13        2.00       0.00       0.000        0
 140      3.45        3.00       0.00       0.000        0
 141      3.74        3.00       0.00       0.000        0
 142      4.00        3.00       0.00       0.000        0
 143      4.25        4.00       0.00       0.000        0
 144      4.49        4.00       0.00       0.000        0
 145      4.71        4.00       0.00       0.000        0
 146      4.92        4.00       0.00       0.000        0
 147      5.13        4.00       0.00       0.000        0
 148      5.32        5.00       0.00       0.000        0
 149      2.66        4.00       0.00       0.200        0
 150      3.04        2.00       0.00       0.000        0
